organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act	number_records	gb_records	bags_grade	species_status	bin_uris	otu_ids	other_names
NBNORG0000064636	NHMSYS0000599624	Chromista		Bacillariophyceae		Acanthocerataceae	Acanthoceras	Acanthoceras madeburgensis	Hongim.	Species	Acanthoceras zachariasi;Attheya zachariasii																																											0	0	F	BLACK			
NBNORG0000064639	NHMSYS0000599639	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes angustata	Grev.	Species																																												0	0	F	BLACK			
NBNORG0000064640	NHMSYS0000599640	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes aperta	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000064641	NHMSYS0000599641	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes austriaca	Hust.	Species	Achnanthes austriaca var. parallela;Achnanthes austriaca var. ventricosa;Eucocconeis austriaca																																											0	0	F	BLACK			
NBNORG0000106768	NHMSYS0020954798	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes bahusiensis	(Grunow) Lange-Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000064644	NHMSYS0000599646	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes bicapitata	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064645	NHMSYS0000599648	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes borealis	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064646	NHMSYS0000599649	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes boyei	Østrup.	Species																																												0	0	F	BLACK			
NBNORG0000106769	NHMSYS0020954799	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes bremeyeri	Lange-Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000064647	NHMSYS0000599650	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes brevipes	C.Agardh	Species	Achnanthes brevipes var. intermedia																																											1	0	E	RED		OTU_001377	Achnanthes sp. a
NBNORG0000106770	NHMSYS0020954800	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes carissima	Lange-Bertalot in Lange-Bertalot & Krammer, 1989	Species																																												0	0	F	BLACK			
NBNORG0000106771	NHMSYS0020954801	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes chlidanos	Holm & Hellerman, 1963	Species																																												0	0	F	BLACK			
NBNORG0000064649	NHMSYS0000599656	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes coarctata	(Bréb. ex W.Sm.) Grunow	Species	Achnanthes coarctata var. elliptica;Achnanthes coarctata var. sinaensis;Achnanthidium coarctatum																																											2	0	C	GREEN		OTU_002211;OTU_003864	
NBNORG0000064652	NHMSYS0000599659	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes conspicua	A.Mayer	Species	Achnanthes conspicua var. brevistriata																																											0	0	F	BLACK			
NBNORG0000064654	NHMSYS0000599661	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes curtissima	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000064655	NHMSYS0000599662	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes danica	(Flögel) Grunow	Species																																												0	0	F	BLACK			
NBNORG0000106772	NHMSYS0020954802	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes delicatula	(Kützing) Grunow in Grunow & Grunow, 1880	Species	Achnanthes delicatula var. hauckiana																																											0	0	F	BLACK			
NBNORG0000064656	NHMSYS0000599669	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes depressa	(Cleve) Hust.	Species	Eucocconeis depressa																																											0	0	F	BLACK			
NBNORG0000043660	NBNSYS0100009134	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes dispar	Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064657	NHMSYS0000599673	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes distincta	Messik.	Species																																												0	0	F	BLACK			
NBNORG0000064658	NHMSYS0000599674	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes divergens	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064659	NHMSYS0000599676	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes exigua	Grunow	Species	Achnanthes exigua var. heterovalva																																											0	0	F	BLACK			
NBNORG0000064661	NHMSYS0000599679	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes expressa	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000106775	NHMSYS0020954806	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes flexella	(Kütz.) Brun, 1880	Species	Achnanthes flexella var. alpestris																																											0	0	F	BLACK			
NBNORG0000064662	NHMSYS0000599681	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes fluviatilis	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064663	NHMSYS0000599682	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes fontana	Round	Species																																												0	0	F	BLACK			
NBNORG0000064664	NHMSYS0000599685	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes fugei	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000064665	NHMSYS0000599687	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes gibberula	Grunow	Species																																												0	0	F	BLACK			
NBNORG0000064666	NHMSYS0000599688	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes gracillima	Mills	Species																																												0	0	F	BLACK			
NBNORG0000106777	NHMSYS0020954808	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes grana	Hohn & Hellerman, 1963	Species																																												0	0	F	BLACK			
NBNORG0000106778	NHMSYS0020954809	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes grischuna	Wuthrich, 1975	Species																																												0	0	F	BLACK			
NBNORG0000064667	NHMSYS0000599690	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes hallandica	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000043661	NBNSYS0100009146	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes haynaldii		Species	Achnanthes haynaldii var. elliptico-lanceolata																																											0	0	F	BLACK			
NBNORG0000064668	NHMSYS0000599694	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes helvetica	(Hust.) Lange-Bert.	Species	Achnanthes helvetica var. alpina																																											0	0	F	BLACK			
NBNORG0000064669	NHMSYS0000599695	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes hintzii	Lange-Bert. et Krammer	Species																																												0	0	F	BLACK			
NBNORG0000103571	NHMSYS0020748785	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes holsatica	Hust	Species																																												0	0	F	BLACK			
NBNORG0000043662	NBNSYS0100009148	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes holstii		Species																																												0	0	F	BLACK			
NBNORG0000064670	NHMSYS0000599697	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes hungarica	(Grunow) Grunow	Species	Lemnicola hungarica																																											4	0	C	BLUE		OTU_000229;OTU_002023;OTU_002233	
NBNORG0000064671	NHMSYS0000599699	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes hyperborea	(Grunow) Grunow	Species																																												0	0	F	BLACK			
NBNORG0000106780	NHMSYS0020954811	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes impexa	Lange-Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000064672	NHMSYS0000599700	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes inflata	(Kütz.) Grunow	Species																																												0	0	F	BLACK			
NBNORG0000106781	NHMSYS0020954812	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes ingratiformis	Lange Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000106782	NHMSYS0020954813	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes joursacense	Hérib.-Joseph.	Species	Achnanthes elliptica																																											0	0	F	BLACK			
NBNORG0000064673	NHMSYS0000599706	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes kriegeri	Krasske	Species																																												0	0	F	BLACK			
NBNORG0000060419	NHMSYS0000524224	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes kryophila	J.B. Petersen 1924	Species	Achnanthes kryophila var. protracta																																											0	0	F	BLACK			
NBNORG0000064674	NHMSYS0000599711	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes laevis	Østrup	Species	Eucocconeis laevis																																											1	0	D	BLUE		OTU_003628	
NBNORG0000064675	NHMSYS0000599722	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lapidosa	Krasske	Species	Nupela lapidosa																																											0	0	F	BLACK			
NBNORG0000106784	NHMSYS0020954815	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lapponica	(Hustedt) Hustedt, 1933	Species																																												0	0	F	BLACK			
NBNORG0000064676	NHMSYS0000599724	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes latissima	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000106785	NHMSYS0020954816	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lauenbergiana	Hulstedt, 1950	Species																																												0	0	F	BLACK			
NBNORG0000064677	NHMSYS0000599726	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lemmermannii	Hust.	Species	Achnanthes lemmermannii var. lineata;Achnanthes lemmermannii var. obtusa																																											0	0	F	BLACK			
NBNORG0000043663	NBNSYS0100009160	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lilljeborgei	Grunow	Species																																												0	0	F	BLACK			
NBNORG0000043664	NBNSYS0100009161	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes linkei	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064680	NHMSYS0000599731	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lintonensis	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000115659	NHMSYS0021057961	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes longipes	C.Agardh, 1824	Species					Y																																							1	0	D	GREEN		OTU_003057	
NBNORG0000064681	NHMSYS0000599732	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes lutheri	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064682	NHMSYS0000599734	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes maxima	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064683	NHMSYS0000599737	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes minima	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000064684	NHMSYS0000599738	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes minuscula	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000106787	NHMSYS0020954820	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes modestiformis	Lange-Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000064685	NHMSYS0000599745	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes montana	Krasske	Species																																												0	0	F	BLACK			
NBNORG0000064686	NHMSYS0000599746	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes nodosa	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064687	NHMSYS0000599747	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes obliqua	(Greg.) Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064688	NHMSYS0000599749	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes oblongella	Østrup.	Species																																												0	0	F	BLACK			
NBNORG0000064689	NHMSYS0000599752	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes parvula	Kütz.	Species																																												0	0	F	BLACK			
NBNORG0000064690	NHMSYS0000599754	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes perfida	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000106788	NHMSYS0020954822	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes pericava	Carter, 1966	Species																																												0	0	F	BLACK			
NBNORG0000106789	NHMSYS0020954823	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes petersenii	Hustedt, 1937	Species																																												0	0	F	BLACK			
NBNORG0000064691	NHMSYS0000599755	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes pinnata	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064692	NHMSYS0000599756	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes plana	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000060421	NHMSYS0000524228	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes ploenensis	Hust. 1930	Species	Achnanthes ploenensis var. gessneri																																											0	0	F	BLACK			
NBNORG0000064694	NHMSYS0000599759	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes pseudosuchlandtii	Manguin	Species																																												0	0	F	BLACK			
NBNORG0000106790	NHMSYS0020954824	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes pseudoswazi	J.R. Carter, 1963	Species																																												0	0	F	BLACK			
NBNORG0000064695	NHMSYS0000599760	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes pseudotanensis	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064696	NHMSYS0000599761	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes punctata	Round	Species																																												0	0	F	BLACK			
NBNORG0000064697	NHMSYS0000599765	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes quadratarea	(Østrup) R.Ross	Species	Achnanthes laevis var. quadratarea;Achnanthes quadratarea var. fennica;Eucocconeis quadratarea																																											0	0	F	BLACK			
NBNORG0000064699	NHMSYS0000599767	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes rechtensis	Leclercq	Species																																												0	0	F	BLACK			
NBNORG0000106791	NHMSYS0020954825	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes ricula	Hohm & Hellerman, 1963	Species																																												0	0	F	BLACK			
NBNORG0000064700	NHMSYS0000599772	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes rostellata	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064701	NHMSYS0000599774	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes rupestoides	Hohn., 1961	Species	Achnanthes hustedtii;Achnanthes krasskei																																											0	0	F	BLACK			
NBNORG0000064702	NHMSYS0000599775	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes rupestris	Krasske	Species																																												0	0	F	BLACK			
NBNORG0000043665	NBNSYS0100009183	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes saccula	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000064703	NHMSYS0000599777	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes saxonica	Krasske ex Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064704	NHMSYS0000599779	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes semiaperta	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000106792	NHMSYS0020954826	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes silvahercynia	Lange-Bertalot, 1989	Species																																												0	0	F	BLACK			
NBNORG0000064705	NHMSYS0000599781	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes similis	McCall	Species																																												0	0	F	BLACK			
NBNORG0000064706	NHMSYS0000599782	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes sonyda	J.R.Carter	Species																																												0	0	F	BLACK			
NBNORG0000103572	NHMSYS0020748787	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes stolida	(Krasske) Krasske	Species																																												0	0	F	BLACK			
NBNORG0000106793	NHMSYS0020954827	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes straubiana	Lange-Bertalot in Lange-Bertalot & Metzeltin, 1996	Species																																												0	0	F	BLACK			
NBNORG0000064707	NHMSYS0000599785	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes stroemii	Hust.	Species	Achnanthes fimbricata																																											0	0	F	BLACK			
NBNORG0000064708	NHMSYS0000599788	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes subsalsa	J.B.Petersen	Species																																												0	0	F	BLACK			
NBNORG0000064709	NHMSYS0000599789	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes subsalsoides	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000043666	NBNSYS0100009192	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes suchlandtii		Species																																												0	0	F	BLACK			
NBNORG0000064710	NHMSYS0000599792	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes suspecta	A.Cleve	Species																																												0	0	F	BLACK			
NBNORG0000064712	NHMSYS0000599794	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes tenuis	Hust.	Species																																												0	0	F	BLACK			
NBNORG0000064713	NHMSYS0000599795	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes thermalis	(Rabenh.) Schoenfeld	Species	Achnanthidium thermale																																											0	0	F	BLACK			
NBNORG0000064714	NHMSYS0000599796	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes trinodis	(Ralfs) Grunow	Species																																												0	0	F	BLACK			
NBNORG0000064715	NHMSYS0000599797	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes umara	J.R. Carter, 1970	Species																																												0	0	F	BLACK			
NBNORG0000106794	NHMSYS0020954828	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	Achnanthes ziegleri	Lange-Bertalot, 1993	Species																																												0	0	F	BLACK			
NBNORG0000064717	NHMSYS0000599800	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium affine	(Kütz.) Czarn., 1994	Species	Achnanthes minutissima var. affinis;Achnanthes minutissima var. jackii																																											0	0	F	BLACK			
NBNORG0000123407	NHMSYS0021182336	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium atomoides	Monnier, Lange-Bertalot & Ector, 2004	Species				Y																																								1	0	D	GREEN		OTU_003941	
NBNORG0000106795	NHMSYS0020954829	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium biasolettianum	(Grunow) Round & L. Bukhtiyarova, 1996	Species	Achnanthes biasolettiana;Achnanthidium biasolettiana																																											0	0	F	BLACK			
NBNORG0000122339	NHMSYS0021165211	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium caledonicum	(Lange-Bertalot) Lange-Bertalot, 1999	Species			Y																																									0	0	F	BLACK			
NBNORG0000122670	NHMSYS0021167582	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium catenatum	(Bily & Marvan) Lange-Bertalot in Lange-Bertalot & Genkal, 1999	Species																																												2	0	C	GREEN		OTU_000479;OTU_002483	
NBNORG0000106796	NHMSYS0020954830	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium eutrophilum	(Lange-Bertalot) Lange-Bertalot, 1999	Species																																												9	0	C	GREEN		OTU_001892;OTU_001893;OTU_003896;OTU_003897	
NBNORG0000064718	NHMSYS0000599806	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium exile	(Kütz.) Heiberg	Species	Achnanthes exilis;Achnanthidium exilis																																											0	0	F	BLACK			
NBNORG0000122341	NHMSYS0021165397	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium jackii	Rabenhorst, 1861	Species			Y																																									3	0	E	RED		OTU_000065;OTU_003796	Achnanthidium minutissimum
NBNORG0000064719	NHMSYS0000599807	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium kranzii	(Lange-Bert.) Round et L. Bukht., 1996	Species	Achnanthes kranzii																																											1	0	F	GREEN			
NBNORG0000064720	NHMSYS0000599808	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium kryophila	(J.B. Petersen) Bukht., 1995	Species	Achnanthes childanos;Achnanthes kryophila																																											0	0	F	BLACK			
NBNORG0000122342	NHMSYS0021165293	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium lineare	W. Smith, 1855	Species			Y																																									3	0	C	GREEN		OTU_001894;OTU_003898	
NBNORG0000064721	NHMSYS0000599811	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium macrocephalum	(Hust.) Round et L. Bukht., 1996	Species	Achnanthes minutissima var. macrocephala																																											0	0	F	BLACK			
NBNORG0000064722	NHMSYS0000599813	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium minutissimum	(Kütz.) Czarn., 1994	Species	Achnanthes microcephala;Achnanthes minutissima;Achnanthidium microcephalum;Achnanthidium minutissimum var. gracillimum;Achnanthidium minutissimum var. scotica																																											142	79	E	RED		OTU_000065;OTU_000077;OTU_000093;OTU_000095;OTU_000100;OTU_000374;OTU_000471;OTU_000527;OTU_001871;OTU_001929;OTU_001953;OTU_001991;OTU_002069;OTU_002081;OTU_002099;OTU_002104;OTU_002378;OTU_002475;OTU_002628;OTU_003137;OTU_003778;OTU_003875;OTU_003876;OTU_003895;OTU_003926;OTU_003931;OTU_003933;OTU_003944;OTU_003957;OTU_003965;OTU_003995	Achnanthidium jackii;Achnanthidium pyrenaicum;Achnanthidium subatomus
NBNORG0000122671	NHMSYS0021167588	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium neomicrocephalum	Lange-Bertalot & Staab, 2004	Species																																												0	0	F	BLACK			
NBNORG0000106797	NHMSYS0020954831	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium pyrenaicum	(Hustedt) H. Kobayasi, 1997	Species																																												12	0	E	RED		OTU_000093;OTU_001895;OTU_001896;OTU_001986;OTU_001987;OTU_002097;OTU_003899;OTU_003900;OTU_003990;OTU_003991	Achnanthidium minutissimum
NBNORG0000122343	NHMSYS0021165294	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium reimeri	(Camburn) Ponader & Potapova, 2007	Species			Y																																									1	0	F	GREEN			
NBNORG0000122344	NHMSYS0021165295	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium rivulare	Potapova & Ponader	Species			Y																																									2	0	D	GREEN		OTU_001777	
NBNORG0000106798	NHMSYS0020954832	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium saprophilum	(H. Kobayasi & S. Mayama) Round & L. Bukhtiyarova, 1996	Species	Achnanthes minutissima var. saprophila;Achnanthidium saprophila																																											2	0	D	GREEN		OTU_003542	
NBNORG0000091382	NHMSYS0020063191	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium subatomus	Lange-Bert. 1999	Species																																												7	0	E	RED		OTU_000471;OTU_001984;OTU_003988	Achnanthidium minutissimum
NBNORG0000043667	NBNSYS0100009211	Chromista		Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthidium	Achnanthidium ventrale		Species																																												0	0	F	BLACK			
NBNORG0000115598	NHMSYS0021058184	Chromista		Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus curvatulus	Janisch, 1874	Species					Y																																							0	0	F	BLACK			
NBNORG0000062469	NHMSYS0000560214	Chromista		Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus kützingii		Species																																												0	0	F	BLACK			
