organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act	number_records	gb_records	bags_grade	species_status	bin_uris	otu_ids	other_names
NBNORG0000104429	NHMSYS0021057196	Animalia	Porifera	Demospongiae	Hadromerida	Suberitidae	Aaptos	Aaptos simplex	(Lambe, 1893)	Species	Suberites simplex				Y																																							0	0	F	BLACK			
NBNORG0000116494	NHMSYS0021124947	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Abacarus	Abacarus acutatus	Sukhareva, 1985	Species			Y																																									0	0	F	BLACK			
NBNORG0000093461	NHMSYS0020190380	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Abacarus	Abacarus hystrix	(Nalepa, 1896)	Species			Y																																									0	0	F	BLACK			
NBNORG0000086427	NHMSYS0021049324	Animalia	Annelida	Polychaeta		Arenicolidae	Abarenicola	Abarenicola claparedi	(Levinsen, 1884)	Species	Abarenicola claparedei				Y																																							0	0	F	BLACK			
NBNORG0000009931	NBNSYS0000007302	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Abax	Abax parallelepipedus	(Piller & Mitterpacher, 1783)	Species	Abax ater;Abax parallelopipedus;Abax striola;Pterostichus striola		Y					1		LC	IUCN Threat listing (1)	predator	predator	shaded woodland floor	shaded woodland floor	habitats >> sward/field layer, humidity >> damp, soil humidity >> damp, tree-associated >> shaded woodland floor													RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000009932	NBNSYS0000007303	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Abax	Abax parallelus	(Duftschmid, 1812)	Species		Y	Y					1																					RedList_GB_post2001-NA															0	0	F	BLACK			
NBNORG0000018191	NBNSYS0000024888	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	Abdera	Abdera affinis	(Paykull, 1799)	Species	Carida affinis		Y					32	RE	RE	IUCN Threat listing (1)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, fungal fruiting bodies	A213		Betula										RedList_GB_post2001-CR(PE)			NR-includes												0	0	F	BLACK			
NBNORG0000018192	NBNSYS0000024889	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	Abdera	Abdera biflexuosa	(Curtis, 1829)	Species	Abdera bifasciata		Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, dead trunks & branches >> aerial branches	A212	IEC: 1, IEC (older version): 1	Quercus										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000018193	NBNSYS0000024890	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	Abdera	Abdera flexuosa	(Paykull, 1799)	Species			Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, fungal fruiting bodies	A213		Alnus, Betula, Salix										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000018194	NBNSYS0000024891	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	Abdera	Abdera quadrifasciata	(Curtis, 1829)	Species	Abdera 4-fasciata;Abdera ?bifasciata		Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	fungivore	fungivore	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, dead trunks & branches >> aerial branches	A212	IEC: 3, IEC (older version): 3	Quercus										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000052931	NHMSYS0000455510	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Abelia	Abelia uniflora	R.Br. ex Wall.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000097180	NHMSYS0021168639	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Abia	Abia aenea	(Klug, 1820)	Species	Abia bifida;Abia bigens;Cimbex aenea;Zaraea aenea;Zaraea lonicerae		Y																																									0	0	F	BLACK			
NBNORG0000096537	NHMSYS0020480646	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Abia	Abia candens	Konow, 1887	Species			Y																																									0	0	F	BLACK			
NBNORG0000097181	NHMSYS0021168645	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Abia	Abia fasciata	(Linnaeus, 1758)	Species	Tenthredo fasciata;Zaraea fasciata		Y																																									0	0	F	BLACK			
NBNORG0000097182	NHMSYS0021168651	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Abia	Abia lonicerae	(Linnaeus, 1758)	Species	Tenthredo lonicerae;Zaraea lonicerae;Zaraea nigricornis		Y																																									0	0	F	BLACK			
NBNORG0000096538	NHMSYS0021611094	Animalia	Arthropoda	Insecta	Hymenoptera	Cimbicidae	Abia	Abia nitens	(Linnaeus, 1758)	Species	Abia sericea;Tenthredo sericea		Y																																									0	0	F	BLACK			
NBNORG0000009599	NBNSYS0000006678	Animalia	Mollusca	Gastropoda	Pulmonata	Chondrinidae	Abida	Abida secale	(Draparnaud, 1801)	Species	Abida secale subsp. secale		Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	herbivore	herbivore	open habitats	short sward & bare ground	habitats >> litter & ground layer	F112		Fagales										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000052933	NHMSYS0000455513	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies alba	Mill.	Species	Abies pectinata;Pinus lucida;Pinus pectinata;Pinus picea	Y	Y																																									0	0	F	BLACK			
NBNORG0000057220	NHMSYS0000494913	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies amabilis	Douglas ex J.Forbes	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000023560	NBNSYS0000034340	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies cephalonica	Loudon	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000052934	NHMSYS0000455514	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies cilicica	(Antoine & Kotschy) Carrière	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000052935	NHMSYS0000455515	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies concolor	(Gordon) Lindl. ex Hildebr.	Species	Abies concolor group 'Lowiana'	Y	Y																																									0	0	F	BLACK			
NBNORG0000052936	NHMSYS0000455516	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies delavayi	Franch.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000025003	NBNSYS0000042039	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies firma	Siebold & Zucc.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000057221	NHMSYS0000494918	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies forrestii	Coltm.-Rog.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000115832	NHMSYS0021109850	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies fraseri	(Pursh) Poir.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000052937	NHMSYS0000455520	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies grandis	(Douglas ex D.Don) Lindl.	Species	Pinus grandis	Y	Y																																									0	0	F	BLACK			
NBNORG0000025004	NBNSYS0000042041	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies homolepis	Siebold & Zucc.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000057193	NHMSYS0000494768	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies koreana	E.H.Wilson	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000025005	NBNSYS0000042043	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies lasiocarpa	(Hook.) Nutt.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000028410	NBNSYS0000163311	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nebrodensis	(Lojac.) Mattei	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000023460	NBNSYS0000034011	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nordmanniana	(Steven) Spach	Species	Pinus nordmanniana	Y	Y																																									0	0	F	BLACK			
NBNORG0000025006	NBNSYS0000042044	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies pinsapo	Boiss.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000024695	NBNSYS0000039455	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies procera	Rehder	Species	Abies nobilis	Y	Y																																									0	0	F	BLACK			
NBNORG0000052938	NHMSYS0000455523	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies veitchii	Lindl.	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000029227	NBNSYS0000173535	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Abietinaria	Abietinaria abietina	(Linnaeus, 1758)	Species	Sertularia abietina				Y																																							0	0	F	BLACK			
NBNORG0000029228	NBNSYS0000173536	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Abietinaria	Abietinaria filicula	(Ellis & Solander, 1786)	Species	Sertularia filicula				Y																																							0	0	F	BLACK			
NBNORG0000123857	NHMSYS0021185010	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Abietinaria	Abietinaria fusca	(Johnston, 1847)	Species	Selaginopsis fusca				Y																																							0	0	F	BLACK			
NBNORG0000026701	NBNSYS0000140834	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	Abietinella	Abietinella abietina	(Hedw.) Fleisch.	Species	Abietinella abietina var. abietina;Abietinella abietina var. hystricosa;Thuidium abietinum																												RedList_GB_post2001-LC							Scottish_Biodiversity_List		NI_Priority						0	0	F	BLACK			
NBNORG0000018702	NBNSYS0000027317	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	Ablabesmyia longistyla	Fittkau, 1962	Species			Y	Y		Y	Y																																					0	0	F	BLACK			
NBNORG0000018703	NBNSYS0000027318	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	Ablabesmyia monilis	(Linnaeus, 1758)	Species	Ablabesmyia maculata;Tipula maculata;Tipula monilis		Y	Y		Y	Y																																					0	0	F	BLACK			
NBNORG0000018704	NBNSYS0000027319	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	Ablabesmyia phatta	(Egger, 1863)	Species	Tanypus phatta		Y	Y		Y	Y																																					0	0	F	BLACK			
NBNORG0000089418	NHMSYS0021366624	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Ablattaria	Ablattaria laevigata	(Fabricius, 1775)	Species	Silpha laevigata		Y					1				predator	predator	open habitats	short sward & bare ground	habitats >> litter & ground layer, soil humidity >> dry		calcareous grassland: Moderate											RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000022546	NBNSYS0000032381	Animalia	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Ablaxia	Ablaxia anaxenor	(Walker, 1845)	Species			Y																																									0	0	F	BLACK			
NBNORG0000022601	NBNSYS0000032439	Animalia	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Ablaxia	Ablaxia megachlora	(Walker, 1835)	Species			Y																																									0	0	F	BLACK			
NBNORG0000022602	NBNSYS0000032440	Animalia	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Ablaxia	Ablaxia parviclava	(Thomson, 1878)	Species			Y																																									0	0	F	BLACK			
NBNORG0000022603	NBNSYS0000032441	Animalia	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Ablaxia	Ablaxia squamifera	(Thomson, 1878)	Species			Y																																									0	0	F	BLACK			
NBNORG0000022604	NBNSYS0000032442	Animalia	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Ablaxia	Ablaxia temporalis	Graham, 1969	Species			Y																																									0	0	F	BLACK			
NBNORG0000048941	NHMSYS0000068479	Animalia	Nematoda	Secernentea	Rhabditida	Rhabditidae	Ablechroiulus	Ablechroiulus broughtonalcocki	(Buckley, 1931)	Species			Y																																									0	0	F	BLACK			
NBNORG0000048942	NHMSYS0000068480	Animalia	Nematoda	Secernentea	Rhabditida	Rhabditidae	Ablechroiulus	Ablechroiulus paraciliatus	(Goodey, 1943)	Species			Y																																									0	0	F	BLACK			
NBNORG0000052413	NHMSYS0000375367	Animalia	Chordata	Reptilia	Squamata	Scincidae	Ablepharus	Ablepharus kitaibelii	(Bibron & Bory, 1833)	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000126605	NHMSYS0021212620	Animalia	Arthropoda	Insecta	Hymenoptera	Azotidae	Ablerus	Ablerus celsus	(Brèthes, 1914)	Species			Y																																									0	0	F	BLACK			
NBNORG0000029229	NBNSYS0000173537	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita	Abludomelita gladiosa	(Bate, 1862)	Species					Y																																							0	0	F	BLACK			
NBNORG0000029230	NBNSYS0000173538	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita	Abludomelita obtusata	(Montagu, 1813)	Species	Melita obtusata				Y																																							0	0	F	BLACK			
NBNORG0000075941	NHMSYS0001472726	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	Abortiporus biennis	(Bull.) Singer	Species	Abortiporus distortus;Boletus biennis;Boletus distortus;Ceriomyces terrestris;Daedalea biennis;Daedalea biennis β sowerbei;Daedalea biennis β sowerbyi;Daedalea capitata;Daedalea incarnatoalbida;Daedalea polymorpha;Fibrillaria subterranea;Heteroporus biennis;Irpex hydniformis;Irpex radicatus;Irpicium ulmicola;Polyporus biennis;Polyporus biennis var. distortus;Polyporus biennis var. sowerbei;Polyporus biennis var. sowerbyi;Polyporus distortus;Polyporus heteroporus;Polyporus laciniatus;Polyporus occultus;Polyporus rufescens;Polyporus sericellus;Ptychogaster alveolatus;Ptychogaster lindtneri;Sistotrema bienne;Sistotrema lobatum;Sistotrema notarisii;Sistotrema rufescens;Thelephora biennis		Y																																	Scottish_Biodiversity_List								0	0	F	BLACK			
NBNORG0000048764	NHMSYS0000068141	Animalia	Platyhelminthes	Cestoda	Bothriocephalidea	Triaenophoridae	Abothrium	Abothrium gadi	van Beneden, 1871	Species																																												0	0	F	BLACK			
NBNORG0000029232	NHMSYS0021054811	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra alba	(W. Wood, 1802)	Species					Y																																							0	0	F	BLACK			
NBNORG0000032488	NHMSYS0021054812	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra longicallus	(Scacchi, 1835)	Species					Y																																							0	0	F	BLACK			
NBNORG0000029233	NHMSYS0021054813	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra nitida	(O. F. Müller, 1776)	Species					Y																																							0	0	F	BLACK			
NBNORG0000029234	NBNSYS0000173542	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra prismatica	(Montagu, 1808)	Species					Y																																							0	0	F	BLACK			
NBNORG0000062457	NHMSYS0021054814	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra profundorum	(E. A. Smith, 1885)	Species					Y																																							0	0	F	BLACK			
NBNORG0000062456	NHMSYS0021054815	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra segmentum	(Récluz, 1843)	Species	Abra ovata				Y																																							0	0	F	BLACK			
NBNORG0000029235	NBNSYS0000173543	Animalia	Mollusca	Bivalvia	Veneroida	Semelidae	Abra	Abra tenuis	(Montagu, 1803)	Species					Y																																							0	0	F	BLACK			
NBNORG0000017194	NBNSYS0000022820	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Abraeus	Abraeus granulum	Erichson, 1839	Species			Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, heartrot >> woodmould, wet hollows >> rot hole detritus	A211	IEC: 3, IEC (older version): 3	Fagales										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000086994	NHMSYS0001716357	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Abraeus	Abraeus perpusillus	(Marsham, 1802)	Species	Abraeus globosus		Y					1		LC	IUCN Threat listing (1)	predator	predator	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, heartrot >> woodmould, wet hollows >> rot hole detritus	A211		Fagales										RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000061536	NHMSYS0000544594	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Abramis	Abramis brama	(Linnaeus, 1758)	Species			Y	Y			Y																			RedList_Global_post2001-LC																		0	0	F	BLACK			
NBNORG0000086189	NHMSYS0001691410	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Abramis	Abramis sapa	(Pallas, 1814)	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000009210	NBNSYS0000005975	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Abraxas	Abraxas grossulariata	(Linnaeus, 1758)	Species			Y					1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> scrub at wood edge/glade, conifer or broadleaved >> broadleaved only			Asteraceae, Fagales																									0	0	F	BLACK			
NBNORG0000009212	NBNSYS0000005977	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Abraxas	Abraxas pantaria	(Linnaeus, 1767)	Species			Y					1				herbivore	nectivore																															0	0	F	BLACK			
NBNORG0000009211	NBNSYS0000005976	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Abraxas	Abraxas sylvata	(Scopoli, 1763)	Species	Abraxas ulmata		Y					1		LC	IUCN Threat listing (1)	herbivore	nectivore	tree-associated	arboreal	canopy >> mature tree canopy, conifer or broadleaved >> broadleaved only			Ulmus glabra																									0	0	F	BLACK			
NBNORG0000131031	NHMSYS0021289644	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus halberti	(Cooreman, 1946)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131032	NHMSYS0021289649	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus miniatus	(Hermann, 1804)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131033	NHMSYS0021289654	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus norvegicus	(Thor, 1900)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131034	NHMSYS0021289659	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus quisquiliarus	(Hermann, 1804)	Species			Y																																									0	0	F	BLACK			
NBNORG0000093463	NHMSYS0020190382	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus rubipes	(Berlese & Trouessart, 1889)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131035	NHMSYS0021289664	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus sabulosus	(Halbert, 1915)	Species			Y																																									0	0	F	BLACK			
NBNORG0000093464	NHMSYS0020190383	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus schweizeri	(Evans, 1952)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131036	NHMSYS0021289669	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus scopularius	(Hull, 1918)	Species			Y																																									0	0	F	BLACK			
NBNORG0000131037	NHMSYS0021289674	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus tardus	Halbert, 1915	Species			Y																																									0	0	F	BLACK			
NBNORG0000131038	NHMSYS0021289679	Animalia	Arthropoda	Arachnida	Trombidiformes	Erythraeidae	Abrolophus	Abrolophus vittatus	(Hull, 1918)	Species			Y																																									0	0	F	BLACK			
NBNORG0000041013	NBNSYS0100001391	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Abrostola	Abrostola tripartita	(Hufnagel, 1766)	Species	Abrostola trigemina;Abrostola triplasia		Y					1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Urtica dioica																									0	0	F	BLACK			
NBNORG0000009564	NBNSYS0000006555	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Abrostola	Abrostola triplasia	(Linnaeus, 1758)	Species	Abrostola trigemina;Abrostola tripartita		Y					1		LC	IUCN Threat listing (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer, soil humidity >> damp			Urtica dioica																									0	0	F	BLACK			
NBNORG0000075943	NBNSYS0000015870	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus bertianus	De Not.	Species	Abrothallus glabratulae		Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000075944	NHMSYS0001472729	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus caerulescens	I. Kotte	Species			Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000000005	BMSSYS0000000001	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus cetrariae	I. Kotte	Species			Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000075945	NHMSYS0000361125	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus cladoniae	R. Sant. & D. Hawksw.	Species	Sphaeropsis cladoniae		Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000129294	BMSSYS0000728643	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus lobariae	(Diederich & Etayo) Diederich & Ertz	Species	Phoma lobariae		Y																										RedList_GB_post2001-NE			NR-includes												0	0	F	BLACK			
NBNORG0000013975	NBNSYS0000015872	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus microspermus	Tul.	Species			Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000117646	NHMSYS0001472731	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus parmeliarum	(Sommerf.) Arnold	Species	Abrothallus smithii;Buellia parmeliarum;Lecidea parmeliarum;Lichen parasiticus		Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000075780	NHMSYS0001442387	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus parmotrematis	Diederich	Species	Vouauxiomyces truncatus		Y																																									0	0	F	BLACK			
NBNORG0000075781	NHMSYS0000361129	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus prodiens	(Harm.) Diederich & Hafellner	Species	Abrothallus parmeliarum f. prodiens		Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000013976	NBNSYS0000015874	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus suecicus	(Kirschst.) Nordin	Species	Leciographa suecica;Phoma ramalinae;Vouauxiomyces ramalinae		Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000075947	NBNSYS0000015875	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus usneae	Rabenh.	Species			Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000000006	NHMSYS0000361132	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	Abrothallus welwitschii	Mont. ex Tul.	Species			Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000075949	NHMSYS0001472735	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella annexa	(Arnold) Vězda	Species	Secoliga annexa		Y																										RedList_GB_post2001-LC			NR-includes				Scottish_Biodiversity_List								0	0	F	BLACK			
NBNORG0000075950	NHMSYS0001472736	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella celata	Döbbeler & Poelt	Species			Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000075951	NHMSYS0001472737	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella delutula	(Nyl.) Coppins & H. Kilias	Species	Absconditella modesta;Biatorina arnoldii subsp. delutula;Catillaria delutula;Lecidea delutula;Lecidea modesta		Y																										RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000075952	NHMSYS0001472738	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella lignicola	Vězda & Pišút	Species			Y																										RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000075953	NHMSYS0001472740	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella pauxilla	Vězda & Vivant	Species			Y																										RedList_GB_post2001-LC			NR-includes				Scottish_Biodiversity_List								0	0	F	BLACK			
NBNORG0000075954	NHMSYS0001472741	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella sphagnorum	Vězda & Poelt	Species			Y																										RedList_GB_post2001-NT			NR-includes				Scottish_Biodiversity_List								0	0	F	BLACK			
NBNORG0000075955	NHMSYS0001472742	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella trivialis	(Willey ex Tuck.) Vězda	Species	Gyalecta geoica f. trivialis			Y			Y																						RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
